Feature_ID,row m/z,row retention time,row identity (all IDs),Metabolite,Mapping Type,FormulaMapped,KEGG,HMDB,PubChem,row number of detected peaks,Number of non-zero peaks,Percent pre-gap peaks,Percent non-zero peaks,Heavy-labeled flag,Identified flag,Non-heavy identified flag
neg_00310,188.905141,3.027463,,,,,,,,20,20,100,100,0,0,0
neg_00311,239.003518,4.141909,,,,,,,,19,20,95,100,0,0,0
neg_00312,314.904741,4.321283,,,,,,,,18,20,90,100,0,0,0
neg_00313,101.024221,4.310102,,,,,,,,20,20,100,100,0,0,0
neg_00314,245.970713,4.864617,,,,,,,,20,20,100,100,0,0,0
neg_00315,181.071544,4.518223,Galactitol;Mannitol;D-Sorbitol,Galactitol|Mannitol|D-Sorbitol,1A|1A|1A,C6H14O6|C6H14O6|C6H14O6,C01697|C00392|C00794,HMDB0000107|HMDB0000765|HMDB0000247,11850|6251|5780,20,20,100,100,0,1,1
neg_00316,269.248279,1.078682,Heptadecanoate,Heptadecanoate,1A,C17H34O2,,HMDB0002259,4113470,20,20,100,100,0,1,1
neg_00317,161.045247,1.321356,,,,,,,,4,20,20,100,0,0,0
neg_00318,403.212481,1.295983,Cortisol 21-acetate,Cortisol 21-acetate,1A,C23H32O6,C02821,,5744,18,20,90,100,0,1,1
neg_00319,291.199689,1.025497,,,,,,,,20,20,100,100,0,0,0
neg_00320,166.087058,1.294292,,,,,,,,12,20,60,100,0,0,0
neg_00321,383.243250,1.128318,,,,,,,,20,20,100,100,0,0,0
neg_00322,138.941283,14.421953,,,,,,,,20,20,100,100,0,0,0
neg_00323,279.196346,1.075788,,,,,,,,20,20,100,100,0,0,0
neg_00324,188.038413,1.279639,,,,,,,,20,20,100,100,0,0,0
neg_00325,187.037600,4.124330,,,,,,,,6,20,30,100,0,0,0
neg_00326,528.272372,1.163247,,,,,,,,20,20,100,100,0,0,0
neg_00327,148.043604,3.433552,L-Methionine,L-Methionine,1A,C5H11NO2S,C00073,HMDB0000696,6137,20,20,100,100,0,1,1
neg_00330,241.144234,1.333397,,,,,,,,20,20,100,100,0,0,0
neg_00331,276.931212,4.315401,,,,,,,,18,20,90,100,0,0,0
neg_00332,219.103031,1.201084,,,,,,,,14,20,70,100,0,0,0
neg_00333,290.087737,4.283715,,,,,,,,20,20,100,100,0,0,0
neg_00334,313.077844,1.028888,,,,,,,,20,20,100,100,0,0,0
neg_00335,168.989098,4.342707,,,,,,,,20,20,100,100,0,0,0
neg_00336,84.951086,2.453785,,,,,,,,19,20,95,100,0,0,0
neg_00337,183.970388,4.867713,,,,,,,,20,20,100,100,0,0,0
neg_00338,773.532114,0.976217,,,,,,,,20,20,100,100,0,0,0
neg_00339,248.944759,4.025755,,,,,,,,19,20,95,100,0,0,0
neg_00340,297.242838,1.086490,,,,,,,,20,20,100,100,0,0,0
neg_00341,246.946811,4.024802,,,,,,,,20,20,100,100,0,0,0
neg_00342,248.079718,1.093912,,,,,,,,20,20,100,100,0,0,0
neg_00343,161.045278,4.787343,3-Hydroxy-3-methylglutarate,3-Hydroxymethylglutaric acid,4A,C6H10O5,C03761,HMDB0000355,1662,20,20,100,100,0,1,1
neg_00344,279.163062,1.026984,,,,,,,,13,20,65,100,0,0,0
neg_00345,795.514136,0.983382,,,,,,,,20,20,100,100,0,0,0
neg_00346,166.835101,4.337163,,,,,,,,11,20,55,100,0,0,0
neg_00347,174.985683,1.350228,,,,,,,,20,20,100,100,0,0,0
neg_00348,131.045962,5.093269,L-Asparagine,L-Asparagine,1A,C4H8N2O3,C00152,HMDB0000168,6267,20,20,100,100,0,1,1
neg_00349,242.175941,1.181206,,,,,,,,20,20,100,100,0,0,0
neg_00350,584.356192,1.237834,,,,,,,,20,20,100,100,0,0,0
neg_00351,100.960770,1.987932,,,,,,,,20,20,100,100,0,0,0
neg_00352,193.017275,4.847616,,,,,,,,19,20,95,100,0,0,0
neg_00353,722.512328,1.141096,,,,,,,,20,20,100,100,0,0,0
neg_00354,256.058913,4.213065,,,,,,,,20,20,100,100,0,0,0
neg_00356,78.918738,4.136939,,,,,,,,20,20,100,100,0,0,0
neg_00357,84.990586,13.940753,,,,,,,,20,20,100,100,0,0,0
neg_00358,108.996107,1.961054,,,,,,,,20,20,100,100,0,0,0
neg_00359,129.055582,1.305931,3-Methyl-2-Oxovaleric acid;4-Methyl-2-Oxovaleric acid,3-Methyl-2-Oxovaleric acid|4-Methyl-2-Oxovaleric acid,1A|1A,C6H10O3|C6H10O3,,HMDB0000491|HMDB0000695,47|70,20,20,100,100,0,1,1
neg_00361,183.015641,4.243326,,,,,,,,20,20,100,100,0,0,0
neg_00362,743.464285,1.293462,,,,,,,,20,20,100,100,0,0,0
neg_00363,153.060244,3.437478,L-Methionine (13C5),,9X,,,,,20,20,100,100,1,1,0
neg_00365,110.957839,2.363856,,,,,,,,20,20,100,100,0,0,0
neg_00366,116.012124,1.332008,,,,,,,,15,20,75,100,0,0,0
neg_00367,124.991198,3.176873,,,,,,,,20,20,100,100,0,0,0
neg_00368,319.227251,1.053048,,,,,,,,20,20,100,100,0,0,0
neg_00369,116.058156,1.330520,,,,,,,,20,20,100,100,0,0,0
neg_00371,155.107519,1.150652,,,,,,,,20,20,100,100,0,0,0
neg_00374,296.918756,13.945023,,,,,,,,20,20,100,100,0,0,0
neg_00375,452.277654,1.259852,,,,,,,,20,20,100,100,0,0,0
neg_00376,203.082346,3.506023,L-Tryptophan;D-Tryptophan,L-Tryptophan|D-Tryptophan,1A|1A,C11H12N2O2|C11H12N2O2,C00078|C00525,HMDB0000929|HMDB0013609,6305|9060,20,20,100,100,0,1,1
neg_00378,275.021207,5.718348,,,,,,,,20,20,100,100,0,0,0
neg_00379,124.001331,13.934432,,,,,,,,20,20,100,100,0,0,0
neg_00381,103.039915,2.098906,2-Hydroxybutyric acid,2-Hydroxybutyric acid,1A,C4H8O3,C05984,HMDB0000008,11266,17,20,85,100,0,1,1
neg_00382,336.898089,4.319609,,,,,,,,14,20,70,100,0,0,0
neg_00383,232.064560,1.185680,,,,,,,,20,20,100,100,0,0,0
neg_00384,152.995542,3.450519,,,,,,,,20,20,100,100,0,0,0
neg_00385,89.008682,2.564662,,,,,,,,17,20,85,100,0,0,0
neg_00386,79.957090,4.936879,,,,,,,,20,20,100,100,0,0,0
neg_00387,125.000736,4.242948,,,,,,,,20,20,100,100,0,0,0
neg_00389,185.154407,1.095253,,,,,,,,20,20,100,100,0,0,0
neg_00390,277.924146,13.948401,,,,,,,,20,20,100,100,0,0,0
neg_00392,272.921307,13.939333,,,,,,,,20,20,100,100,0,0,0
neg_00393,176.935727,5.598771,,,,,,,,18,20,90,100,0,0,0
neg_00394,158.081942,2.058120,,,,,,,,17,20,85,100,0,0,0
neg_00395,182.931032,14.426625,,,,,,,,20,20,100,100,0,0,0
neg_00396,101.980682,13.930065,,,,,,,,20,20,100,100,0,0,0
neg_00397,195.991790,6.090552,,,,,,,,20,20,100,100,0,0,0
neg_00398,222.074013,4.208142,,,,,,,,19,20,95,100,0,0,0
neg_00399,141.091928,1.261217,,,,,,,,20,20,100,100,0,0,0
neg_00400,318.075947,4.327960,,,,,,,,20,20,100,100,0,0,0
neg_00401,101.024234,5.303625,,,,,,,,11,20,55,100,0,0,0
neg_00402,212.978935,1.089928,,,,,,,,20,20,100,100,0,0,0
neg_00403,842.553621,1.092960,,,,,,,,20,20,100,100,0,0,0
neg_00404,220.886864,14.491149,,,,,,,,20,20,100,100,0,0,0
neg_00405,236.004456,3.564832,,,,,,,,20,20,100,100,0,0,0
neg_00406,197.957613,4.310823,,,,,,,,13,20,65,100,0,0,0
neg_00407,144.867055,4.322445,,,,,,,,18,20,90,100,0,0,0
neg_00408,132.899981,4.176700,,,,,,,,20,20,100,100,0,0,0
neg_00409,182.031771,4.306493,,,,,,,,6,20,30,100,0,0,0
neg_00410,329.921917,4.313406,,,,,,,,18,20,90,100,0,0,0
neg_00411,163.999654,4.963083,,,,,,,,20,20,100,100,0,0,0
neg_00412,146.864862,4.321426,,,,,,,,18,20,90,100,0,0,0
neg_00413,197.023505,2.063420,,,,,,,,18,20,90,100,0,0,0
neg_00414,214.021526,3.372428,,,,,,,,20,20,100,100,0,0,0
neg_00415,393.147356,4.316067,S-Adenosyl-L-Homocysteine (13C10),,9X,,,,,20,20,100,100,1,1,0
neg_00416,145.086786,1.242307,,,,,,,,20,20,100,100,0,0,0
neg_00417,304.196152,1.277579,,,,,,,,20,20,100,100,0,0,0
neg_00418,222.097974,4.130399,,,,,,,,20,20,100,100,0,0,0
neg_00419,235.953277,5.410557,,,,,,,,19,20,95,100,0,0,0
neg_00420,117.019142,2.333063,,,,,,,,12,20,60,100,0,0,0
neg_00421,180.066368,4.138781,L-Tyrosine;Tyrosine,L-Tyrosine,1B,C9H11NO3,C00082,HMDB0000158,6057,20,20,100,100,0,1,1
neg_00422,189.003816,2.406881,,,,,,,,20,20,100,100,0,0,0
neg_00423,285.044931,4.515524,,,,,,,,7,20,35,100,0,0,0
neg_00424,177.059334,5.037712,"N-Acetyl-L-Aspartic-2,3,3-D3 Acid","N-Acetyl-L-Aspartic-2,3,3-D3 Acid",1A,C6H6D3NO5,,,,20,20,100,100,0,1,1
neg_00425,312.913770,13.941337,,,,,,,,20,20,100,100,0,0,0
neg_00426,123.981495,4.951131,,,,,,,,18,20,90,100,0,0,0
neg_00427,338.198511,1.266997,,,,,,,,20,20,100,100,0,0,0
neg_00429,143.071091,2.058428,,,,,,,,15,20,75,100,0,0,0
neg_00430,288.928902,2.555097,,,,,,,,20,20,100,100,0,0,0
neg_00431,140.009928,4.243141,,,,,,,,19,20,95,100,0,0,0
neg_00432,124.032527,4.968251,,,,,,,,19,20,95,100,0,0,0
neg_00433,308.224501,1.274478,,,,,,,,20,20,100,100,0,0,0
neg_00434,101.035489,2.058734,,,,,,,,20,20,100,100,0,0,0
neg_00435,251.017512,4.939890,,,,,,,,20,20,100,100,0,0,0
neg_00437,507.271854,1.041899,,,,,,,,20,20,100,100,0,0,0
neg_00438,743.486121,0.977722,,,,,,,,20,20,100,100,0,0,0
neg_00439,480.852193,13.946374,,,,,,,,20,20,100,100,0,0,0
neg_00441,270.025119,1.232620,,,,,,,,10,20,50,100,0,0,0
neg_00442,192.987978,4.711512,,,,,,,,20,20,100,100,0,0,0
neg_00443,169.123116,1.160010,,,,,,,,20,20,100,100,0,0,0
neg_00444,131.034758,4.368983,Ethylmalonic acid,Ethylmalonic acid,1A,C5H8O4,,HMDB0000622,11756,19,20,95,100,0,1,1
neg_00445,797.530997,0.982831,,,,,,,,20,20,100,100,0,0,0
neg_00446,254.881623,3.995912,,,,,,,,16,20,80,100,0,0,0
neg_00447,254.938285,4.306250,,,,,,,,14,20,70,100,0,0,0
neg_00448,215.032520,4.316333,,,,,,,,20,20,100,100,0,0,0
neg_00449,150.022726,4.931419,,,,,,,,20,20,100,100,0,0,0
neg_00450,500.277595,1.214799,,,,,,,,20,20,100,100,0,0,0
neg_00451,80.965037,4.382736,,,,,,,,4,20,20,100,0,0,0
neg_00452,242.043173,4.194689,,,,,,,,20,20,100,100,0,0,0
neg_00453,252.883759,3.992473,,,,,,,,17,20,85,100,0,0,0
neg_00454,349.016202,4.193806,,,,,,,,7,20,35,100,0,0,0
neg_00455,124.991217,2.058123,,,,,,,,18,20,90,100,0,0,0
neg_00456,267.232316,1.039624,,,,,,,,20,20,100,100,0,0,0
neg_00457,236.987650,5.828925,,,,,,,,20,20,100,100,0,0,0
neg_00458,250.987479,4.864909,,,,,,,,9,20,45,100,0,0,0
neg_00459,185.021745,3.196115,,,,,,,,20,20,100,100,0,0,0
neg_00460,69.006179,1.366778,,,,,,,,20,20,100,100,0,0,0
neg_00461,311.911579,4.317300,,,,,,,,17,20,85,100,0,0,0
neg_00462,212.978939,4.346507,,,,,,,,20,20,100,100,0,0,0
neg_00463,161.056509,4.150490,,,,,,,,20,20,100,100,0,0,0
neg_00464,166.977725,4.172151,,,,,,,,19,20,95,100,0,0,0
neg_00465,219.175028,1.178889,,,,,,,,13,20,65,100,0,0,0
neg_00466,216.053449,1.214664,,,,,,,,4,20,20,100,0,0,0
neg_00467,167.060363,4.106918,,,,,,,,16,20,80,100,0,0,0
neg_00468,305.248203,1.032431,Dihomo-gamma-Linolenic acid,Dihomo-gamma-Linolenic acid,1A,C20H34O2,C03242,HMDB0002925,5280581,20,20,100,100,0,1,1
neg_00469,174.088111,5.429232,Citrulline,Citrulline,1A,C6H13N3O3,C00327,HMDB0000904,9750,20,20,100,100,0,1,1
neg_00470,209.029957,5.275104,,,,,,,,19,20,95,100,0,0,0
neg_00471,188.056171,4.805435,N-Acetyl-DL-Glutamic acid,N-Acetyl-DL-Glutamic acid,1A,C7H11NO5,C00624,HMDB0001138,185,20,20,100,100,0,1,1
neg_00472,155.046024,2.080632,,,,,,,,13,20,65,100,0,0,0
neg_00473,135.970698,1.774488,,,,,,,,20,20,100,100,0,0,0
neg_00474,314.964908,5.756178,,,,,,,,20,20,100,100,0,0,0
neg_00475,207.014314,5.673420,,,,,,,,20,20,100,100,0,0,0
neg_00476,270.945515,3.995841,,,,,,,,20,20,100,100,0,0,0
neg_00477,200.805917,4.282064,,,,,,,,20,20,100,100,0,0,0
neg_00478,130.957041,4.177296,,,,,,,,20,20,100,100,0,0,0
neg_00479,246.056714,4.229184,,,,,,,,17,20,85,100,0,0,0
neg_00480,218.010073,5.728717,,,,,,,,20,20,100,100,0,0,0
neg_00481,68.985087,1.374228,,,,,,,,20,20,100,100,0,0,0
neg_00482,766.522221,1.206249,,,,,,,,20,20,100,100,0,0,0
neg_00483,173.008810,4.128631,,,,,,,,20,20,100,100,0,0,0
neg_00484,194.094957,4.204146,,,,,,,,20,20,100,100,0,0,0
neg_00486,272.943451,3.998775,,,,,,,,20,20,100,100,0,0,0
neg_00488,362.890594,13.941387,,,,,,,,20,20,100,100,0,0,0
neg_00489,323.028089,5.209997,Uridine-5-monophosphate,Uridine-5-monophosphate,1A,C9H13N2O9P,C00105,HMDB0000288,1172,20,20,100,100,0,1,1
neg_00490,225.185741,1.092417,,,,,,,,20,20,100,100,0,0,0
neg_00491,443.120826,5.861953,,,,,,,,20,20,100,100,0,0,0
neg_00492,369.227665,1.222183,,,,,,,,20,20,100,100,0,0,0
neg_00493,237.931802,13.943713,,,,,,,,20,20,100,100,0,0,0
neg_00494,211.035701,1.143113,,,,,,,,2,18,10,90,0,0,0
neg_00496,82.954022,4.344497,,,,,,,,20,20,100,100,0,0,0
neg_00497,275.097749,5.568415,,,,,,,,20,20,100,100,0,0,0
neg_00498,137.035402,2.065524,,,,,,,,13,20,65,100,0,0,0
neg_00499,718.760025,13.954177,,,,,,,,20,20,100,100,0,0,0
neg_00501,71.013731,2.330940,,,,,,,,19,20,95,100,0,0,0
neg_00502,197.031268,2.679713,,,,,,,,2,20,10,100,0,0,0
neg_00503,186.045282,2.655168,,,,,,,,20,20,100,100,0,0,0
neg_00504,329.248105,1.027659,Docosapentaenoic acid,Docosapentaenoic acid,1A,C22H34O2,C16513,HMDB0006528,5497182,20,20,100,100,0,1,1
neg_00505,202.997440,4.132537,,,,,,,,18,20,90,100,0,0,0
neg_00506,326.064321,4.278751,,,,,,,,20,20,100,100,0,0,0
neg_00507,106.069266,4.837334,,,,,,,,18,20,90,100,0,0,0
neg_00508,257.924280,4.316485,,,,,,,,13,20,65,100,0,0,0
neg_00509,173.092817,4.299264,,,,,,,,20,20,100,100,0,0,0
neg_00510,673.363344,1.343998,,,,,,,,4,7,20,35,0,0,0
neg_00511,283.351229,1.155556,,,,,,,,18,20,90,100,0,0,0
neg_00512,212.928012,4.280780,,,,,,,,18,20,90,100,0,0,0
neg_00513,364.888403,4.311894,,,,,,,,12,19,60,95,0,0,0
neg_00514,152.883421,4.266344,,,,,,,,17,20,85,100,0,0,0
neg_00515,428.108511,4.726381,,,,,,,,20,20,100,100,0,0,0
neg_00516,187.983913,4.882827,,,,,,,,9,20,45,100,0,0,0
neg_00517,820.567067,1.228062,,,,,,,,20,20,100,100,0,0,0
neg_00518,149.000785,1.660838,,,,,,,,20,20,100,100,0,0,0
neg_00519,300.869780,3.021003,,,,,,,,18,20,90,100,0,0,0
neg_00520,157.086731,1.341679,,,,,,,,20,20,100,100,0,0,0
neg_00522,824.724097,13.931913,,,,,,,,20,20,100,100,0,0,0
neg_00525,283.175926,1.119170,,,,,,,,17,20,85,100,0,0,0
neg_00526,243.061797,2.850842,Uridine;Glyceraldehyde 3-phosphate diethyl acetal,Uridine|Glyceraldehyde 3-phosphate diethyl acetal,1A|1A,C9H12N2O6|C7H17O7P,C00299|,HMDB0000296|,6029|,20,20,100,100,0,1,1
neg_00527,215.032489,4.719804,,,,,,,,4,20,20,100,0,0,0
neg_00528,230.071104,4.251359,,,,,,,,20,20,100,100,0,0,0
neg_00529,421.225887,0.987543,,,,,,,,20,20,100,100,0,0,0
neg_00530,287.051659,3.913868,,,,,,,,20,20,100,100,0,0,0
neg_00531,244.058719,4.904026,,,,,,,,20,20,100,100,0,0,0
neg_00532,99.925625,4.310600,,,,,,,,20,20,100,100,0,0,0
neg_00533,465.303437,0.973413,,,,,,,,20,20,100,100,0,0,0
neg_00535,297.972139,4.994586,,,,,,,,17,20,85,100,0,0,0
neg_00536,138.970452,6.352341,,,,,,,,20,20,100,100,0,0,0
neg_00537,220.008438,2.937815,,,,,,,,16,20,80,100,0,0,0
neg_00538,489.276957,0.982183,,,,,,,,20,20,100,100,0,0,0
neg_00540,150.052932,2.224753,,,,,,,,20,20,100,100,0,0,0
neg_00541,221.092817,2.059638,,,,,,,,20,20,100,100,0,0,0
neg_00542,150.886348,4.258634,,,,,,,,18,20,90,100,0,0,0
neg_00543,202.952374,13.948120,,,,,,,,20,20,100,100,0,0,0
neg_00544,438.299375,1.284363,,,,,,,,10,20,50,100,0,0,0
neg_00545,223.028098,1.029045,,,,,,,,20,20,100,100,0,0,0
neg_00546,168.066316,1.344687,,,,,,,,11,20,55,100,0,0,0
neg_00547,143.034744,1.312680,,,,,,,,4,20,20,100,0,0,0
neg_00548,91.021900,1.029814,,,,,,,,16,20,80,100,0,0,0
neg_00550,387.164530,4.787548,,,,,,,,20,20,100,100,0,0,0
neg_00552,264.021294,4.582443,,,,,,,,12,20,60,100,0,0,0
neg_00554,509.287754,1.037018,,,,,,,,20,20,100,100,0,0,0
neg_00555,331.263718,1.024443,Adrentic acid,Adrentic acid,1A,C22H36O2,C16527,HMDB0002226,5497181,20,20,100,100,0,1,1
neg_00556,71.013733,2.754182,,,,,,,,16,20,80,100,0,0,0
neg_00560,163.060984,3.683933,6-Deoxy-L-galactose,6-Deoxy-L-Galactose,1A,C6H12O5,C01019,HMDB0000174,17106,20,20,100,100,0,1,1
neg_00561,242.078366,3.727229,Cytidine,Cytidine,1A,C9H13N3O5,C00475,HMDB0000089,6175,20,20,100,100,0,1,1
neg_00562,272.040772,2.719163,,,,,,,,20,20,100,100,0,0,0
neg_00563,380.713424,3.038565,,,,,,,,20,20,100,100,0,0,0
neg_00564,281.010241,5.383830,,,,,,,,15,20,75,100,0,0,0
neg_00565,290.944604,3.688334,,,,,,,,20,20,100,100,0,0,0
neg_00566,213.185783,1.080056,,,,,,,,20,20,100,100,0,0,0
neg_00567,125.035392,2.061751,Thymine,Thymine,1A,C5H6N2O2,C00178,HMDB0000262,1135,19,20,95,100,0,1,1
neg_00568,239.114655,4.651317,L-Anserine,L-Anserine,1A,C10H16N4O3,C01262,HMDB0000194,112072,18,20,90,100,0,1,1
neg_00569,117.032221,1.306232,,,,,,,,17,20,85,100,0,0,0
neg_00570,120.996310,4.846832,,,,,,,,19,20,95,100,0,0,0
neg_00571,178.884092,5.596973,,,,,,,,18,20,90,100,0,0,0
neg_00572,555.271863,1.032712,,,,,,,,20,20,100,100,0,0,0
neg_00573,255.157825,1.094293,,,,,,,,20,20,100,100,0,0,0
neg_00574,817.501527,0.977569,,,,,,,,20,20,100,100,0,0,0
neg_00575,198.808862,4.278847,,,,,,,,20,20,100,100,0,0,0
neg_00576,259.090574,4.735424,,,,,,,,15,19,75,95,0,0,0
neg_00577,132.867636,4.182110,,,,,,,,20,20,100,100,0,0,0
neg_00578,128.035110,4.332013,,,,,,,,4,20,20,100,0,0,0
neg_00579,233.154421,1.125024,,,,,,,,20,20,100,100,0,0,0
neg_00580,201.981013,4.865953,,,,,,,,19,20,95,100,0,0,0
neg_00581,274.871799,5.585159,,,,,,,,19,20,95,100,0,0,0
neg_00582,652.788208,13.949304,,,,,,,,20,20,100,100,0,0,0
neg_00584,130.050700,5.024463,,,,,,,,20,20,100,100,0,0,0
neg_00585,224.128948,1.149318,,,,,,,,20,20,100,100,0,0,0
neg_00587,321.062933,2.059948,,,,,,,,17,20,85,100,0,0,0
neg_00588,140.011604,5.450329,O-Phosphorylethanolamine,O-Phosphorylethanolamine,1A,C2H8NO4P,C00346,HMDB0000224,1015,20,20,100,100,0,1,1
neg_00589,172.990937,1.400980,,,,,,,,12,20,60,100,0,0,0
neg_00590,153.868318,4.249805,,,,,,,,12,20,60,100,0,0,0
neg_00591,115.920568,5.342987,,,,,,,,20,20,100,100,0,0,0
neg_00592,311.294907,1.062227,Arachidic acid,Arachidic acid,1A,C20H40O2,C06425,HMDB0002212,10467,19,20,95,100,0,1,1
neg_00593,552.272603,1.145418,,,,,,,,20,20,100,100,0,0,0
neg_00594,343.895808,13.946004,,,,,,,,20,20,100,100,0,0,0
neg_00595,226.180941,1.224233,,,,,,,,20,20,100,100,0,0,0
neg_00596,144.964522,1.167548,,,,,,,,20,20,100,100,0,0,0
neg_00597,218.102998,1.451685,,,,,,,,20,20,100,100,0,0,0
neg_00598,70.945950,4.307804,,,,,,,,20,20,100,100,0,0,0
neg_00599,89.039655,2.568856,,,,,,,,16,20,80,100,0,0,0
neg_00600,194.012578,2.058424,,,,,,,,19,20,95,100,0,0,0
neg_00601,74.996346,2.125761,,,,,,,,20,20,100,100,0,0,0
neg_00602,152.023138,3.372442,,,,,,,,20,20,100,100,0,0,0
neg_00603,168.972745,13.934597,,,,,,,,20,20,100,100,0,0,0
neg_00604,173.117970,1.191348,,,,,,,,20,20,100,100,0,0,0
neg_00605,110.985101,4.838915,,,,,,,,20,20,100,100,0,0,0
neg_00606,103.039892,2.748167,,,,,,,,20,20,100,100,0,0,0
neg_00607,145.050325,4.319722,3-Methylglutaric acid;2-Methylglutaric acid;Adipic acid,3-Methylglutaric acid|2-Methylglutaric acid|Adipic acid,1A|1A|1A,C6H10O4|C6H10O4|C6H10O4,||C06104,HMDB0000752|HMDB0000422|HMDB0000448,12284|12046|196,15,20,75,100,0,1,1
neg_00608,232.939165,5.719873,,,,,,,,20,20,100,100,0,0,0
neg_00609,316.738524,3.039624,,,,,,,,20,20,100,100,0,0,0
neg_00610,193.099554,1.189139,,,,,,,,19,20,95,100,0,0,0
neg_00611,300.986662,2.313692,,,,,,,,20,20,100,100,0,0,0
neg_00612,180.859398,4.274518,,,,,,,,19,20,95,100,0,0,0
neg_00613,88.987939,6.479041,Oxalic acid,Oxalic acid,1A,C2H2O4,C00209,HMDB0002329,971,20,20,100,100,0,1,1
neg_00615,473.281859,0.986394,,,,,,,,18,20,90,100,0,0,0
neg_00617,127.076272,1.256396,,,,,,,,18,20,90,100,0,0,0
neg_00618,402.883984,13.952350,,,,,,,,20,20,100,100,0,0,0
neg_00621,242.021859,4.226649,,,,,,,,15,20,75,100,0,0,0
neg_00622,269.211820,1.065574,,,,,,,,20,20,100,100,0,0,0
neg_00623,251.944920,4.309801,,,,,,,,12,20,60,100,0,0,0
neg_00624,167.996937,5.320471,L-Cysteic acid,L-Cysteic acid,1A,C3H7NO5S,C00506,HMDB0002757,72886,20,20,100,100,0,1,1
neg_00625,738.508185,1.052265,,,,,,,,19,20,95,100,0,0,0
neg_00626,320.091550,4.179710,,,,,,,,20,20,100,100,0,0,0
neg_00627,156.942849,13.903539,,,,,,,,20,20,100,100,0,0,0
neg_00628,232.068719,4.202962,,,,,,,,20,20,100,100,0,0,0
neg_00629,210.040860,2.713539,,,,,,,,14,20,70,100,0,0,0
neg_00631,169.833817,4.201668,,,,,,,,16,20,80,100,0,0,0
neg_00632,301.216718,1.041922,"Cis-5,8,11,14,17-Eicosapentaenoic acid (EPA)","Cis-5,8,11,14,17-eicosapentaenoic acid",4B,C20H30O2,C06428,HMDB0001999,446284,20,20,100,100,0,1,1
neg_00633,387.138876,4.321157,,,,,,,,18,20,90,100,0,0,0
neg_00634,105.037463,1.294056,,,,,,,,2,20,10,100,0,0,0
neg_00635,125.024240,2.060837,,,,,,,,14,20,70,100,0,0,0
neg_00636,632.791859,13.934129,,,,,,,,19,20,95,100,0,0,0
neg_00637,112.905009,1.345288,,,,,,,,10,20,50,100,0,0,0
neg_00638,145.036392,3.072781,,,,,,,,13,20,65,100,0,0,0
neg_00639,309.171727,1.059456,,,,,,,,20,20,100,100,0,0,0
neg_00640,250.038687,2.057526,,,,,,,,8,20,40,100,0,0,0
neg_00641,866.553230,1.229939,,,,,,,,20,20,100,100,0,0,0
neg_00642,559.813425,13.945879,,,,,,,,17,20,85,100,0,0,0
neg_00644,251.201185,1.059883,,,,,,,,20,20,100,100,0,0,0
neg_00645,240.023606,4.219002,,,,,,,,8,20,40,100,0,0,0
neg_00646,405.209371,1.387313,,,,,,,,19,20,95,100,0,0,0
neg_00648,71.013699,5.718486,,,,,,,,6,20,30,100,0,0,0
neg_00649,565.255622,1.311059,,,,,,,,5,20,25,100,0,0,0
neg_00650,219.058961,1.142038,,,,,,,,9,20,45,100,0,0,0
neg_00652,247.039938,4.243222,,,,,,,,20,20,100,100,0,0,0
neg_00653,189.034646,4.121037,,,,,,,,13,20,65,100,0,0,0
neg_00654,200.903147,14.576295,,,,,,,,20,20,100,100,0,0,0
neg_00655,126.055879,2.058573,,,,,,,,6,20,30,100,0,0,0
neg_00656,366.195100,1.317088,,,,,,,,20,20,100,100,0,0,0
neg_00657,134.864951,4.251811,,,,,,,,20,20,100,100,0,0,0
neg_00658,735.478415,1.283462,,,,,,,,9,20,45,100,0,0,0
neg_00659,385.178046,1.133692,,,,,,,,11,20,55,100,0,0,0
neg_00660,512.268252,1.113614,,,,,,,,4,7,20,35,0,0,0
neg_00661,72.942992,4.310223,,,,,,,,19,20,95,100,0,0,0
neg_00662,412.071780,4.334414,,,,,,,,13,20,65,100,0,0,0
neg_00663,283.113269,4.790308,,,,,,,,2,16,10,80,0,0,0
neg_00665,207.011775,1.313388,,,,,,,,8,20,40,100,0,0,0
neg_00666,161.008897,2.356078,,,,,,,,20,20,100,100,0,0,0
neg_00667,323.188842,1.041775,,,,,,,,4,20,20,100,0,0,0
neg_00669,157.012901,2.938183,,,,,,,,20,20,100,100,0,0,0
neg_00670,271.103762,4.822121,,,,,,,,8,20,40,100,0,0,0
neg_00671,227.139822,2.059642,,,,,,,,20,20,100,100,0,0,0
neg_00672,109.941820,5.632946,,,,,,,,10,20,50,100,0,0,0
neg_00673,254.912963,5.590582,,,,,,,,14,20,70,100,0,0,0
neg_00674,86.024621,1.416388,,,,,,,,16,20,80,100,0,0,0
neg_00675,300.039012,3.457804,,,,,,,,20,20,100,100,0,0,0
neg_00676,195.138682,1.086374,,,,,,,,20,20,100,100,0,0,0
neg_00677,255.307449,1.094231,,,,,,,,20,20,100,100,0,0,0
neg_00678,733.529853,1.268929,,,,,,,,19,20,95,100,0,0,0
neg_00680,226.048296,4.725039,,,,,,,,20,20,100,100,0,0,0
neg_00681,204.970210,13.938238,,,,,,,,20,20,100,100,0,0,0
neg_00682,75.020535,1.915093,,,,,,,,20,20,100,100,0,0,0
neg_00683,665.777799,13.910141,,,,,,,,20,20,100,100,0,0,0
neg_00684,187.097285,1.244674,,,,,,,,12,20,60,100,0,0,0
